content;score
Very good app for todos list and time management. I would say it is an all purpose app for those who are looking to organise their tasks in a time effective manner. Could not find any glitches. I would say it is the perfect app I have come so far..;1
This todo list app definately stanfs above the almost the same todo_wonderlist_tasks type of app. I love its flexibility to make your own processes, love the integration of other calendars, love the preset lists, and most importantly i love the widget! I can make a todo list widget on one screen, and my shopping list widget on the other. Plus I can make each lines super tight to see the list without to constantly scrolling up and down. Great app.;1
Used Todoist for 5 years. Switched to Ticktick this year when my premium subscription ran out. I should have done it sooner. Ticktick is the best productivity app I've used. The interface is simple and focused. The calendar implementation is spot on and the reminders work very well. Will continue to use and recommend.;1
Amazing app, i absolutely love it! Although it is rather sad that we - the hungry and poor students who have no means of making use of all the utilities that the paid version has to offer, and so we are somewhat limited... but we understand that you need to make money somehow as well, so you dont have to be hungry like us :D still, totally incredible app, the best umong those ive tried(and ive tried a lot, trust me) so yeah, keep up :D;1
Suuuper helpful with school and I still use it for daily life in general. It's really clean and works better than anything else I've tried. The only things I'd change would be making the widget able to be pulled down a little more and being able to choose custom colors for the priority feature.;1
It has everything I want. Grouping, but seeing them together, being flexible in ordering them, giving priorities, and the use of colours. The only improvement I would see is that those colours on the left are very small. I would love to see them better. Otherwise great app!;1
I really love this app! It has all the functions I need to effectively remind me of the things I should accomplish. As an android user, I was able to also add a widget next to my home screen where I can add additional tasks or cross some off my list hassle-free. Props to the developer of this app!;1
It's 5 years ago since I first used this app. Its been sat doing nothing on an old tablet I no longer use. Luckily when I recently downloaded it to my phone I found my log in details and was able to access all my long forgotten stuff. Plus it's had loads of new developments since I've been gone. It's brill, just what I wanted in a to-do list and lots more besides. If I keep regularly using it I might even subscribe for even more features.;1
"3. An option to arrange the tags alphabetically would be really helpful. An ""auto arrange"" would also work. Also, a password/pin lock with a Fingerprint locking facility. Thanks! 2. Love the new colors! Thanks for including them guys. 1. After a lot of contemplation, I decided to buy this app. On the whole, it's a great app. Tasks, calenders, tags, folders. Pretty much, all that one could ask for. I've used GTasks since ages. Just needed more options in an app and this fits the bill perfectly.";1
Very recommended! I'm a student and use TickTick all the time. Even without the premium features (which are very cheap and make the experience much better), this app WILL help you manage your tasks and your time. It's very intuitive and easy to use and you can sync it with your computer, which makes you even more productive. I've been actively using TickTick for quite some time now with the premium membership... Can't say a single negative thing about it;1
This app is really good as all the other reviews already state - but why can't you see the last 7 days overview in the habit tab? It's there in the desktop app but not on Android. You only see the total days count which is rather insignificant for habits. It would be good if you could see the last 7 days of all your habits in an overview and be able to tick them off quickly in the same window. Also the smart day recognition only seems to work when you add new tasks. Not when you want to edit it;1
I looove this app. I'm so so happy i stumbled upon it . It has all the features i ever wanted . All in one . Calendar, habit tracker with nice interface and suggestions, daily to do lists . With the ability to create different lists . The ability to move a task to different day. The dark mode is beautiful.THE WIDGETS😍The reminders also. The pomodore timer as well!! Wow. And all this is free!! I love love how simple n minimal and effective this app is. I'll delete the other apps n stick to it💖;1
Incredible!! Intuitive, simple, fluid, and has everything you need for organisation in one place ! Before downloading I had been using multiple apps to track my projects, habits, and events, and now i can do everything in one app it's amazing ! The pomo feature is also a great bonus :) An overall very enjoyable app, the widgets are soooooooo good, and the premium subscription is very reasonably priced and definitely worth it ! I recommend 100%.;1
"This is the best productivity app I've ever used! Easy to use and efficient! So happy to complete all the tasks in a systematic way and also by not forgetting them! I haven't upgraded to premium yet and still the app is at its best! I surely recommend everyone to try out this app and thank you ""Tick Tick"" for making so many things simpler! 😄✌🏻";1
This is the best app for mastering time managment!!!! I love this app so much because it tracks my habits and also its very very to use and its super aesthetic! You can also use the pomodoro method is you are studying! Trust me if your reading this download the app right now! Your not gonna regret it! THANKYOU TO THE PEOPLE WHO MADE THIS ITS BEEN HELPING ME ALOT💕💕💕;1
It's an AMAZING app. Ticks all features that I'm looking for. Love the device Syns, Reminders on sub-tasks, Habit and also the Focus feature. Also the widgets provided with the app are the best and is the key daily driver feature for me. Helps me a lot in getting organized! Thanks TickTick team. I'm really glad I upgraded to Premium to support you guys!! Would also be nice if the app supports a notes functionality where we can keep rich text content (with formatting) and also on regular tasks.;1
A clean and simple app that I've used for a long time now. It's really been helpful for scheduling various errands, tasks and events in my calendar. Its simplicity makes it really easy to use in daily life. Highly recommended.;1
Great app for what it is! I signed up for Premium asap to get access to more lists. Once you get the hang of it the UI is functional and easy to use and stays consistant across mobile/desktop platforms. Totally recommend;1
This app is strongly superior to Todoist! They fixed the problem of daily recurrent tasks that are marked as completed few minutes after midnight without making them skip a day, something that even Todoist Premium fails.. Only warning: the backup function doesn't backup attachments!!;1
The best app I've used so far, it has everything I need: checklists, recurring tasks, sticky reminders, desktop versions, Pomo timer and habit tracker. The paid version offers calendar view and task length timer, this could help you plan your hole day easily without worrying that you planned too much.;1
This is one of the best todo app on play store. It lets you manage your tasks and habits with a beautiful user interface. I have tried other task planner apps as well but all of them are too cluttered and most of the features are paid for them. This app provides habit tracking and analysis of the completed tasks as well.;1
Been using TickTick for three years now, and the mix of simplicity in use combined with the ability to track tasks and projects at a detail level, is perfect for me. The developer consistently updates the app with increased functionality and hones ease of use as well.;1
I tried out quite a few free scheduling apps that could be shared across members of a household/team, and this one was certainly best. One thing that I would like is if, when you make an event repeat, you could specify an end date for the repitition.;1
The best Todo list app I have come across!! I was able to move over my previous lists from wunderlist which made it so easy to set up and the ability to add subtasks and really easily move around and organise tasks is so helpful. The widgets are also really clean and customisable, no complaints!!;1
June2020 updated review....working great, does what I needed from it, great job (not sure why it went nuts last year but thought I'd give it another go....so glad I did) Nov2019 Used this app ages ago, loved it, got it back again last week but now I hate this app because it no longer works with my Samsung Gear Fit2 Pro. Deleting....for good...not happy;1
Simple and effective. Especially love using the widget.;1
I finally found the perfect to do list app for me, I stuck with Keep Notes because of how simple it is and got bored with it and decided to use TickTick thanks to MKBHD, I'm a college student and I'd like to one day pay for the premium version, for now the free version is more than enough for me.;1
This app is a great way to manage the tasks I have to complete for school. However, I wish there is a way to distinguish which task are from which list, like on the website.;1
Premium user. 17k tasks completed so far. Loved it until kanban update 2020-7-3. Kanban update hosed my db and made it so nothing could sync/refresh. Had to clear user data, cache, and reinstall. Not happy having to reset settings (theme, sounds, etc.) due to data/cache clear. Still love the app and use it many times a day.;1
This is most probably the best reminder app in android. I am using it for last couple of years after trying so many apps. I just love the widgets and the ad-less experience. I use it daily to manage my work. The reminder pop up is really helpful. Thank you developers.;1
This app deserves 5 stars mainly for its ability to back it up online and its categories. How I hope also I could add more categories other than being limited to two as I can't afford to avail the premium account.;1
I use the free version for a few years now. Very convenient to ise. No need to save anything. Every change you make is saved automatically. You can set priority for everything and categories tasks.;1
Great app. Def would appreciate more habit statistics in the future (similar to Loop), and the ability to drag and drop tasks into the calendar (loved this feature in Accomplish).;1
I have long been a big fan of Tick Tick, but the app just gets better. The latest addition of kanban card capability to mobile versions is fantastic. Please keep up the good work.;1
Pretty good for taking task and reminders. Gives a lot more things other apps don't give and you don't have to pay money in order to have basic app settings.;1
2020-07-03 update: ticktick seems to have added kanban view to mobile app and I am weirdly thrilled by this. This is the best cleanest Todo list app I've been able to find. Got my partner on and now we have a fully synchronized grocery shopping list. I live my life by my various lists on here and it's fantastic. Thanks team;1
Wow! I'm completely blown away by how amazing this app is. It does everything Wunderlist did and then some. What makes thus exceptional is the alerts. You get alerted alright. I also love the android widget so I can get *tasks at a glance*;1
Its actually very useful. Even without the premium mode and I reccomend it to anyone who has issues keeping track of everything. definitely the best planner I've used and miles ahead of Google Calender and other similar calendar tools. Definitely deserves a 5 star rating. .;1
I've been using ticktick for more than a month. I like that it's feature packed, has a macbook app, easy to sync, and has a calendar view. Lots of features that users can choose from.;1
I have ADHD, and struggle to manage my time and get things done. I've tried several apps but this one seems to be the best for me so far! I cant tell you why, but I have really taken to it and its helping me loads!;1
I have been using this for years, and it works really great nowadays. It has pretty much everything I need...and a lot more besides that! Thank you for this amazing app.;1
Unless you put ticktick widgets on home screen, the app won't be as effective to improve your productivity. Awesome app, now I am using my time in more productive activities and everything is in organised format. Happy to have such apps which can help for self growth.;1
"I very rarely leave reviews, but I have to say this is the best ""to do"" app I've ever used in my life. I've even tried all the popular ones and they didn't work for me like this one does. The notifications are amazing and I love that I can snooze them.";1
So far so good. For premium I would like more aesthetics like color backgrounds and icons, stickers, etc. But the functionality is pleasing so far. I'm a habitual shopper for the perfect organizer app. Can't say I won't keep looking for a prettier one;1
Exactly I wanted. I was using Google Keep for years but it was removing/lacking fundamental features. So moved to this and this is feature rich, much customizable.;1
Excellent! I've used this app for years. It helps me stay on track with all my projects. Love the addition of the Pomo timer. ❤️;1
I am a big list-maker, and this app really helps. I have it on desktop and my mobile. I list habits that I want to create or keep up with, on top of my work/project/chore lists. Would recommend for anyone with ADHD who needs to keep their day organised.;1
This app is amazing. I am using this for last 45 days and i am fully satisfied with ui and usability of this app. All the essential features are free unlike other app. Thank you tick tick team for creating this app.;1
Really head and shoulders above what I have tried before. Simple, intuitive and makes sense. Only occasional times not immediate sync from task you entered with date and your calendar widget and no manual refresh can be done. But this is minor and I still would give 5 stars.;1
Fabulous: just what I've been looking for. It keeps me on track and helps me manage multiple ongoing projects at once. Cheers.;1
The best to-do list app I have ever use. Go ahead. It has so many amazing features. Setting priority, lockscreen, description and many more.;1
It's the best to do list planner. Only thing I want from developer is to increase size of comments. Thank you for the efforts you put in making the app.;1
This app is really great! it's very easy to use and also has an option to save a copied piece of text (each line will be taken as a separate event) as several events - this was seriously a life saver!;1
I've tried a lot of to do apps... Like more to do apps than anyone should really try. This one is the best. It has everything I want EXCEPT the ability to change font.;1
Exceptional experience. I have been through to many app and this one final stuck as it cover multiple facet for productivity, time management, scheduling projects, and tasks management.;1
11/7/19: I've LITERALLY used it for five seconds and this is the best tasks app ever. jesus christ 6/10/20: Still a great app Insanely intuitive, if I say so myself, especially the snooze feature. Awesome.;1
I love the simple yet intuitive interface. It has a great system of sorting tasks by category, priority, and date. This app truly deserves 5 stars!;1
My favorite to-do checklist. The widget with adjustable opacity and size has a permanent home on my phone's home screen so I'm always on track. Syncs with the website too.;1
Better than todoist! I never thought I'll move away from todoist but it lacked some important features that TickTick has. Got the pro version. It's the only service I'm paying monthly for.;1
Probably the best productivity app available for FREE! The app itself is easy to use and it's really easy to make a task/routine. Highly recommended.;1
I tried many apps but this one is amazing. It is very easy to use and I will suggest that plz add copy paste option in it so that we can paste the same task easily.;1
During Corona my schedule is off I just seem to float and often forget the most routine things, now I am trying to get myself back into a routine, this will be a great tool for daily reminder.;1
Has been a phenomenal program! It has helped keeping my life on track and on schedule. I'm mega high while i write this. But it's a great tool!;1
This app has helped me boost my productivity. The reminders make sure, u don't miss out on anything and the UI is also pretty good. Over-all, a good app. Recommended;1
Just so good. Easy to use, lots of features, stable, can be used on desktop browsers as well the app - synced via account.;1
This app is changing my life and I recommend it to everyone who wants to start building discipline. Love the goal tracking and the tag system helps organize my lists into context/smart lists.;1
Excellent app. The first app in playstore that i got whuch reminded me of my tasks by alarm. Besides it also has to do list and pomodoro function in a single app! Loved it. Thanks TICKTICK team.;1
It's great! You can easily organize your time and finish all of your tasks for the day. I would reccomend it for anyone who has struggled with organising their time!;1
Excellent for to do lists, managing projects and tracking habits. I like the ability to have transparent widgets too.;1
Awesome! Loved that it performs a lot of things, a multi-functional tool. Plus it intergrates well with other tools, too.;1
Thanks for the app! It's great! It's completely cover all my needs. The design is simple and predictable. Special thanks for the ability to choose a color theme!;1
Easy to use, does what it says. Still love it, after several months of use. I have the free version. Love being able to make sublists.;1
"Easy to learn and use. Good for time management, sorting tasks, prioritizing. Much comfortable than other ""to do"" applications.";1
This is hands down the best Todo and calendar manager out there. Far better than Todoist or any of the others. Reminder alerts are great. I have all my bills, trash day, and important reminders all set up. Love this app!!;1
Wonderful!;1
Tick Tick is just hitting it out of the park for me. I originally starting using it because I loved the built in pomo, along with habit tracking. A few months back I got interested in using a kanban board but they did not integrate well with a to do list. Now I see that tick tick has added the option of viewing lists in a kanban style. It is AMAZING. Now it's a truly powerful app that can be a one stop shop for every productivity tool I actually use. I love it!!!;1
I've been using the app since 2018, TickTick has been the number 1 app for me, I definately reccomend it 👏👍💯;1
I feel good while exploring this app;1
Best productivity software ever!;1
"Funcional, útil, fácil de usar, se ha vuelto una de mis apps indispensables";1
good app what else should i say;1
Best to-do app on the market.;1
I have tried multiple kinds of planner apps and this is the best of them all. It is the only one I found that lets me make recurring to-dos, have everything in a calendar view and give each task a duration (paid features), track habits, have focus sessions, subtasks, reminders, get summaries about productivity, and sync with all my devices (MacBook, iPad, and android phone). The free version is good but I highly recommend the paid version. I am more motivated and productive because of this app.;1
Excellent app. My favorite. The best to-do list app in the recent years.;1
I love this app because it has everything I need.;1
It's very effective and executive.;1
One of the best of it's class;1
Awesome apk;1
The best freemium Task manager PERIOD.;1
Very useful;1
The best todo app out there !!;1
Simple and effective. Especially love using the widget.;1
Nice app.it is helps more for us.like to time set and remainders ....etc;1
A clean and simple app that I've used for a long time now. It's really been helpful for scheduling various errands, tasks and events in my calendar. Its simplicity makes it really easy to use in daily life. Highly recommended.;1
Goooodddd benerrrrrr, so helpfulllllll;1
excellent;1
Exceptional experience. I have been through to many app and this one final stuck as it cover multiple facet for productivity, time management, scheduling projects, and tasks management.;1
Very organized app;1
This app is a great way to manage the tasks I have to complete for school. However, I wish there is a way to distinguish which task are from which list, like on the website.;1
I installed every todo list app and I was unsatisfied. Most of them were not offering widget facility. But this app is all-in-one. You can collaborate with other apps as well, make to do lists, set alarms, make folders, set priorities, label your tasks and many more. This app is keeping me busy. Now, I love to do my tasks to update my list everyday.;1
great and easy to use app;1
Best App For all Habbit and reminders..east to use .. user friendly ..and loved the widget;1
Too lazy to write it down. I know, not helpful, but good app!;1
Great app. Def would appreciate more habit statistics in the future (similar to Loop), and the ability to drag and drop tasks into the calendar (loved this feature in Accomplish).;1
This is the overall best app that I have found for manging the things I need to do. I have downloaded 50 of the Google play stores highest rated to-do/task planner apps and nothing has come close to TickTick. The best quality of the app is the interface. 6 months ago i paid for one year subscription of the to do planner app 'any.do' and was using that until I found TickTick. I left an app i paid for to use this - which is free but can be upgraded to premium, which I plan to do.;1
excellent app. nice and flexible UI;1
Excellent for to do lists, managing projects and tracking habits. I like the ability to have transparent widgets too.;1
best productive app in playstore;1
A good simple and not user friendly app.;1
Best app to reorganize life;1
This app is strongly superior to Todoist! They fixed the problem of daily recurrent tasks that are marked as completed few minutes after midnight without making them skip a day, something that even Todoist Premium fails.. Only warning: the backup function doesn't backup attachments!!;1
Very good app;1
The integration with Google assistant works very well;1
Exactly I wanted. I was using Google Keep for years but it was removing/lacking fundamental features. So moved to this and this is feature rich, much customizable.;1
New version causing freezes and crashes. :-(;1
Very helpful in organizing things, highly recommended;1
Awesome reminder;1
Wood I luv this app cuz now I am well organised n I plan all my project work in. As a student I would advise others 2 download it 2 make ur life more well organized . Thanks a lot ticktick;1
Highly recommend simple useful application;1
I've tried a lot of to do apps... Like more to do apps than anyone should really try. This one is the best. It has everything I want EXCEPT the ability to change font.;1
Good experience;1
I installed it after watching MKBHD using it in his every daily driver and it had all the feature I needed.;1
It's a pretty good app and most important aspect it has is the ability to keep track of a habit. It's pretty simple how it is done. Also you can look back at the apps's calendar and see the days that you did follow that habit.;1
It's good! For to do list;1
It has helped to enhance my personal development routine and a real personal assistant. Thanks;1
Love having different lists to keep work and home separate.;1
Best app;1
I have been using this for years, and it works really great nowadays. It has pretty much everything I need...and a lot more besides that! Thank you for this amazing app.;1
Pretty good for taking task and reminders. Gives a lot more things other apps don't give and you don't have to pay money in order to have basic app settings.;1
It's great my cousin offered it to me and now I said it can help you surely 😊;1
This app is very helpful for me, because I use a system called GTD, and I can use that system in this app, I'm very grateful;1
Another perfect mobile application ! Should send competitors teams to UI/UX design board. Excellent/perfect (hard) work !;1
Been using for a little over a week and I really enjoy this experience. Traditional to-do list functionality combined with a habit tracker and pomodoro timer really hits all the marks I need from a productivity app. My only complaints are the lack of certain functionality for the Mac app, but on Android you're knocking it out of the park.;1
Great app 👌👍;1
I regret not being able to offer more than five stars. After trying every app there is my search is over now. It has everything kanban, lists, subtasks, habit tracking, pomorodo and reminders (though reminders are not working in android, but on pc it is great). I hope you guys will provide a sneak peak into calendar feature for free users too. Only thing missing is gnatt chart feature.;1
Convenient, simplistic and intuitive.;1
Great app for what it is! I signed up for Premium asap to get access to more lists. Once you get the hang of it the UI is functional and easy to use and stays consistant across mobile/desktop platforms. Totally recommend;1
Love it!;1
Very useful to do list program;1
Great App...;1
Bestest app ever I love this app it helped me a lot to remember things I have to do;1
Best Todo list app I've ever used. Well worth the cost;1
Very neat interface;1
This app helps me a lot in getting my things done;1
It keeps me organized!;1
Amazing app. This really really helps me to increase my productivity, and to keep a note of the things which I need to do. And thank you so much for the cross platform support, I can access my tasks over my pc or anywhere I want. This app solved several problems of mine;1
Best app for this need;1
Easy to use and no more forget events with friends and customers anymore.;1
Great;1
Really great tool to boost up your productivity!!;1
Very useful app which perfectly suits my needs. I can set today's todos and track the habits. The functions are also very convenient.;1
Just so good. Easy to use, lots of features, stable, can be used on desktop browsers as well the app - synced via account.;1
This is so far the best productivity app I've used. It has everything I need - to-do list, kanban, calendar, pomodoro, habit tracker. I used to use a few apps to have all these features, but now I just use this app. Would be nice though if I can tag and group habits, too. Also, is the habits feature accessible in the desktop version? I haven't figured it out.;1
Amazing app;1
Very good application for life managing;1
This app is improving my life, seriously.;1
During Corona my schedule is off I just seem to float and often forget the most routine things, now I am trying to get myself back into a routine, this will be a great tool for daily reminder.;1
This is the best app for planning;1
Best to do list app available;1
Nice just make a shortcut to view in the homepage like a widget.that would be nice;1
Best app for manage time;1
The thing I have been searching for years... Finally found multiple things in a single app;1
Great;1
This is a really helpful app ♥️;1
Good but notifications are not working;1
Useful but need some improvement!!!;1
Greattt app!!;1
Soo good app;1
I am well please with this app. If you are interested in quality productivity app with simplicity, then it is Tick Tick.;1
I love it except, and this is a big issue for me, it's totally server based. Want to update anything, but have a bad internet connection? Too bad, it's either going to take forever or fail. I would use and maybe even pay for this app to just have a way to have everything first be saved on my device. So, back to hunting for a to-do app. Edit 3/23: I have to drop my review on this to 1 star. You can manually edit values within the app for stats making any it unreasonable that I need internet.;0
Buggy as all hell. The advertisement is right. It gamifies tasks... But that's it. No tracking history of your habits. Inaccurate as all hell. Worst of all is you can't delete your account. They'll forever keep your data. I'm sure that's illegal in parts of this country and around the world. Definitely don't use your real email to sign up to test it out.;0
Broken app on Android. Tried to create a new account and objects were missing from the app. For instance, the initial tutorial only had pictures and no words. Also when making my avatar, there were no images or options that showed up. Worked fine on my wife's iPhone but not my note 9.;0
I should be able to use the app when offline, and the app should sync the changes whenever connected to the internet. It shouldn't force me to connect with the internet for ticking a checkbox!;0
Loads of bugs, can't even register. Probably due to server side reliance and poor state management in the app. Will definitely avoid.;0
It's been months and I still cannot delete this one habit. It will not delete and nothing I've been sent has been helpful to figure out why. About ready to find a different app cause it's driving me nuts.;0
Opaque, complicated, janky. Overall, a frustrating and confusing ap.;0
"What is going on? The app says ""server connection lost""";0
I cant Register on this app. It always says 'server connection lost '.;0
Y doesn't the reminder work!!! I m trying m trying changed all my settings according to this and it doesn't work at all it doesn't remind me i tried and set a particular time and i was waiting but it didn't i m fed up really this made me more anger than ever🤧🥵😶😶😶😶😑😑😑;0
It does not seem possible to have a simple shopping list shared with another person... Nice app, but useless.;0
"Have to register and the app doesn't even work. Nothing happens when you press ""let's start"".";0
"Can't even start it properly. Just says ""Path 'profile.name' is required.""";0
Unfortunately i can not sign up or sign in. By google account or email. I tried a lot. From iran;0
This app is completely unusable on my Note10+ The account creation is riddled with errors and when I finally get into the app, I can't click on any items or add a new item without the app instantly crashing. I was excited by the premise and motivated to start using it, but the experience was downright embarrassing. I'd love for a developer response here to acknowledge these problems and maybe offer some solutions.;0
Great concept, but I can't even create an avatar. This is a constant bug listed in reviews. The company says that your selections should show up after you start actually using the app, but how can they when we can't even actually CHOOSE anything. I guess I'll try one of the competitors apps.;0
DL'd to try this app out, but could not get past the initial setup. Buttons missing labels or information, lethargic loading issues, and the graphics are really sub par for what other games host currently. Even the initial avatar appearance has most things locked behind a pay wall, and keeps putting me in a wheelchair! The idea behind the app has a lot of potential, and would be a joy to see if they can make it better and working properly. Will have to wait and see. As is? Not functional.;0
I really want to use this app, but on my Galaxy S10, the first 2 of the 3 slides in the introduction before logging in, are blank. The character visuals on the character customization are invisible, and on the settings menu, I scroll down and the options start to overlap each other (hard to describe). I will consider reinstalling after the graphical issues are fixed because it seems like a great app, but currently it's unusable for me.;0
Would love to actually get started with this app, but for whatever reason I can't even build my avatar. None of the options for selecting what I want my avatar to look like actually show up on the screen, they're all completely invisible.;0
This seems like a fun idea, and was recommended to me as especially helpful for people with ADHD, so I was intrigued. Unfortunately, I have encountered a bug where when I get to the screen where I choose my screen name and username, I cannot press the next button after filling out the name and username. Then, when I exit the app and go back to it, it's the default character and I cannot customise it/my account.;0
This app has some major problems. It seemed to work fine for the first day of running. After the first day no reminders were executed. Any game armor or weapons could never be equipped. it appeared you could equip them but once you left the screen they become unequipped and they never showed up on the avatar. I mainly got this app for productivity and since the reminders do not work I'm not certain I'm going to continue using it unless these problems are fixed.;0
"I really wanted to love this app. It looks amazing & has so much potential. However, the app does not sync to your timezone. My day does not reset at midnight, despite what the app says. When I try to change the reset time to match up with the incorrect timezone, it keeps switching back to midnight. So my day randomly resets, usually around 6 or 7 pm. Sometimes, the day doesn't reset for more than 24 hours. & my avatar takes damage for the ""missed"" day. Makes it impossible to effectively use. :(";0
Pretty disappointed that the first wall I hit is having to login or register. I get the whole cloud saving thing but at least give me the option and let the risk fall on me for data loss. The app looked promising and I was really impressed with the bit of pixel art I got to see. However, I'm not sure I want to sign up and allow access to my details or habits just yet.;0
As soon as I downloaded the app and made a new account, I couldn't create a new character because under the body, skin, and other options to make your character was blank. When I changed my display name, I got a weird message for 'profile.name' required. The randomize button didn't even work for me either. I left originally because there were many bugs with to-do's and other things and I'm not confident it's functional past the character creator, so I don't see a point to continue. On the S10E;0
Need to be online to use this app. In case you make changes in offline mode. It doesn't sync automatically when online. You need to again make those changes. Enable offline feature and offline data should be synced when ever we are online. Once this is done, you got my 5 star.;0
"Busted from the start. On the first open of the app I got a 3 pane swipe intro and the first 2 were blank purple screens. Then, on the Avatar creation screen the Avatar wasn't visible. When finally getting in to the app the ""help text"" bubble didn't point at anything, just the bottom of the screen for the whole dialogue. This app sounded interesting but it seems there's a complete lack of interest in quality.";0
Requires being online to use. Which is a shame because it looks like a fun way to get motivated. Would use if it didn't require constant network or wifi connection (I live and work in rural areas) . Had to uninstall due to inability to use throughout the day.;0
First thing I did when I installed the app was disable notifications and yet I still get constantly spammed with notifications all day long. That aside, the app is poorly made. UI is very buggy. Chat functions are glitchy and don't update mezsages correctly. Sometimes the main ui responds to nothing. You can switch tabs and nothing changes till you close and open the app again. Almost all fun and worth while content is locked behind a paywall or subscription.;0
Downloaded this app hoping for a fun way to form new habits, but when I get to the register screen the first two tutorial panels are blank and then the third one lets you link social media accounts. Then I can't save the username and display name I create, and the avatar generator screen doesn't load any options. Opened the app the next day to find nothing I could edit had been saved. Uninstalled and tried registering again with a different account and got the same results. Pretty disappointed;0
There seems to be no way to actually mark a task as complete, so I had to delete the tasks I actually did complete and therefore have not gotten in-game rewards. There is also no way at all to contact support. If you join the Habitat Help Guild that is supposed to allow you to ask questions, there is no obvious way to post a question there. There is a button to leave the guild but not one to post a question. This app is terrible and is a waste of time.;0
The app is broken right now. Downloaded today to try it out and the first two slides were blank. Character creation is all blank. Unfortunately deleted but was looking forward to trying. This has been catalogued by others. When its fixed I'll try again but so far it seems that this app is only really properly supported for iPhone users. (I have a Samsung S9);0
I have just downloaded this app and I can't register. Is there a reason for that?;0
I had really begun to depend on this app and was having fun. Then I downloaded the update. I now have NOTHING. Not even the IMAGE of an avatar, there's just NOTHING THERE. I have no experience, no level, no coins, NOTHING. I was having a really awful day and this was just icing on the cake. There was so much I put into this game. How can I remember all of the tasks I scheduled for myself? I am so so discouraged.;0
I downloaded this app because I thought that the game concept for to-do lists would be really cool. Opened the app just after downloading and tried to register an account and it wouldn't let me log in. Waited another hour and it still wasn't working. Call me impatient but I just couldn't use an app that refused to work.;0
Ever get a phone call from a Salesman whom you don't remember giving your phone number out to? this is the app that does it. it reads your phone number and identity and uploads it to the cloud where it can later be sold to the highest bidder. this app makes sure that it gets your identity because you have to login before you can even use it. once you log in, the game is a huge disappointment. mypoli has everything over this.;0
Same issue as Don Smith who wrote a review on 10/10/19. Will consider this app but the lack of slide visuals and character visuals makes the app in-op. Current phone is the Google pixel 4xl......perhaps I misspoke in regards to the reply. My issue is not with the visuals but the lack of visuals. Everything is blank for me so literally can not see half of the content.;0
Just starting and learning how to use. Unable to set correct due date on tasks. When I select that task has a due date, todays date appears. When I click that date the calendar displays. Allgood so far. But when I select a date on the calendar and close it, the due date is still today.;0
You need internet access and the server has to be up on their side for you to be able to access your to-do list. Server has been down today and I cant check off or edit my to-do list due to that. Going to be deleting this app. Most other to-do lists work offline.;0
I have been wanting to try out this app for a while. I registered, and everything is going great until i get to the character maker screen. i am unable to see my charcter and the customization options. Will send photos if needed. Will change rating once this is fixed.;0
Doesn't seem to work on OP 6T, can go through character creation, but doesnt let me customize or select anything. half of the UI shows up blank.;0
Can't even log in. Seems to stop working or freeze up every time. Just downloaded the app for the first time, can't make a new account or log in. Waste of time, will be looking for other apps that actually let me get past the log in screen.;0
"App broken, don't bother. Like many many other reviewers, this app is totally broken and defunct on Android devices and specifically Galaxy S10 / Note 10 devices. It seems the developer response to all of those reviews is ""please report a bug"" but this has now been an issue for months that they haven't looked into fixing despite dozens of notifications from users that their app is broken. I have instead now downloaded an app by another developer which actually works. I will not be back.";0
I kept getting empty screens when opening the app, so I pressed skip. Filled out the registry info and was taken to character creation where I couldn't see my character or the build options. I could select things like body or hair, but nothing appeared relating to that.;0
I love it at first plus the very idea gamifying a task to make it a habit. It was all fun until the 'I cant use it offline' that really threw me off. Please make it available offline as well.;0
My phone is a Samsung S8+. The introduction screen is mostly blank, and the character customization seems to be broken because your character and customization options don't show up. I didnt go any further.;0
Quite disappointed with this app. Is used to be fine for past years. Currently is really slow when checking my task and is so frustrating at times. This app need improvement on the server and at times server down :(.;0
I cancelled my subscription back in June of last year and just realized my membership had been reinstated without my permission. I would like a refund for the months between now and then and (another) confirmation that my subscription is cancelled.;0
Wanted to try this, but it doesn't seem to properly load images to create my character or load tutorial pages so I can't even continue from the create screen. Seems like it's broken...;0
"The first 2 slides are black and I can't see character in the character creation. Some message saying ""path 'profile' required habitica...i hope this gets fix soon. Until then I I'll wait.";0
Please make it work again. The app is great, but it is not working and says I'm not connected to the internet, even though I have 2 available connections. Please, fix it!!!;0
The two starting pages were blank, same as character customization. I saw another comment and there's any new version to update. I was excited to try this app but I couldn't :(;0
I couldnt even get past setting everything up before it glitched. I couldnt move on from types of goals. A pop up showed up that said something about strength and attributes.;0
I was looking forward to using this app. But it wont even let me pick out an avatar. Things just go blank on the app and tells me I'm missing information when I clearly am not. What a bummer;0
Online? really? register? really? There's two other apps in the suggested/similar apps banner that are better than this & they're free to use with out registration (why?! for this type of app) , full & offline ( again);0
nothing but connection error after connection error. the concept is great, but I can't even manage to use the service because any time I try to do anything, that's all I'm getting.;0
It took 3 tries to get registered, now it wont let me change anything in character creation. I didnt even make it to setting up anything beyond skin tone before it wouldn't let me select anything. Awesome idea, crappy execution. Womp womp.;0
Completely unusable on Android right now. Everything is blank or not loading. Downloaded and deleted right away which is unfortunate because it looked like something I'd be really interested in.;0
App is completely broken. Can't even make an avatar -- none of the options show up. Also, get an error message when trying to show a display name;0
